y,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
2,41,9,2,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,0,0,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,9,0,6,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,59,9,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,6,0,2,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,9,2,6,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,11,0,6,3,3,3,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,46,0,0,7,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,59,9,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,49,1,0,7,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,4,0,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,1,1,0,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,11,0,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,7,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,52,9,0,2,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,0,0,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,9,0,0,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,58,4,4,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,32,2,0,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,38,0,2,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,0,0,6,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,0,0,6,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,9,2,5,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,0,0,6,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,1,0,2,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,0,0,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,1,0,2,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,0,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,3,0,0,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,60,0,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,53,0,2,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,1,0,0,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,9,0,5,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,50,4,0,6,3,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,7,0,3,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,10,0,5,3,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,25,9,2,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,47,2,0,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,1,0,2,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,1,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,1,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,48,0,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,0,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,1,2,2,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,0,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,0,0,2,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,1,2,0,3,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,4,0,1,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,4,1,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,47,0,0,6,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,11,0,7,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,0,0,6,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
1,41,1,1,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,9,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,7,0,3,3,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,4,0,7,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,2,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,50,1,0,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,1,0,0,3,3,3,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,38,0,0,3,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
1,49,2,0,6,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,38,9,2,6,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,31,0,1,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,4,0,1,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,0,0,6,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
1,49,9,0,2,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,0,0,3,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,0,0,6,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,11,0,7,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,60,0,0,7,3,2,1,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,10,0,2,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,1,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,7,0,5,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,4,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,53,0,1,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,9,2,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,1,0,1,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,7,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,49,1,0,0,2,2,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,7,0,7,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,52,0,1,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,52,0,1,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,7,2,3,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,3,0,1,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,0,0,3,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,2,0,7,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,9,0,7,3,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,60,5,1,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,58,10,0,0,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,7,1,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,1,0,2,3,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,4,0,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,1,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,52,0,1,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,1,1,7,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,0,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,48,1,1,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,1,0,3,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,49,1,1,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,7,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,9,0,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,32,0,0,6,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,0,0,6,2,2,1,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,50,0,0,1,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,31,9,1,5,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,5,0,0,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
1,41,9,0,5,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,1,0,1,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,9,0,5,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,1,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,1,0,1,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,52,4,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,4,1,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,3,0,0,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,1,0,0,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,7,0,3,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
1,45,1,0,2,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,10,2,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,4,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,4,0,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,53,1,0,0,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,38,11,1,3,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,0,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,0,2,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,0,0,6,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,1,0,0,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,60,1,0,2,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,2,0,7,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,7,1,3,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,2,0,7,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,1,0,7,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,1,0,2,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,1,0,7,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,1,0,7,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,9,2,5,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,59,7,0,3,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,24,4,2,6,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,1,2,2,3,1,1,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,1,0,2,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,1,0,2,3,2,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,7,1,3,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,2,0,1,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,38,7,0,3,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,0,1,7,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,1,0,7,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,4,1,6,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,1,0,3,3,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,7,0,3,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,9,0,6,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,0,2,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,7,0,3,2,2,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,46,4,0,2,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,7,0,3,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,0,2,1,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,28,7,0,3,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,1,0,2,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,9,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,46,1,0,1,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
1,42,1,0,2,2,1,1,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,0,0,6,2,1,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,1,0,0,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,4,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,9,0,1,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,54,5,0,3,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,49,1,0,0,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,0,0,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,9,0,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,38,1,2,2,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,4,1,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,9,0,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,1,2,2,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,48,1,0,0,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,37,0,0,3,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,1,2,2,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,0,0,2,3,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,1,0,1,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,7,0,3,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,32,7,2,1,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,1,0,3,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,0,0,7,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,1,0,2,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,8,2,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,8,2,6,3,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,10,0,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,7,2,0,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,8,2,6,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,8,2,2,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,55,3,1,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,59,0,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,5,0,7,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,1,0,5,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,3,0,0,3,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,30,1,2,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,30,1,2,7,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,50,3,0,0,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,7,0,3,2,2,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,0,0,3,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,9,0,7,3,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,7,2,1,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,46,9,0,0,3,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,9,0,2,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,58,5,0,6,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,9,0,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,35,0,2,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,5,0,0,3,2,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,1,0,0,2,1,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,0,0,5,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,50,7,1,5,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,32,4,1,0,3,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,39,0,0,3,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,52,6,0,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,44,0,0,5,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,56,1,0,0,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,48,0,0,3,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,7,0,3,3,2,1,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,4,0,6,3,2,1,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,57,5,0,3,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,9,2,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,4,0,6,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,34,7,2,2,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,30,9,0,6,3,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,7,1,7,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,32,9,2,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,9,2,3,2,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,1,2,3,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,7,2,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,40,9,1,5,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,41,1,0,0,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,51,7,0,1,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,36,9,0,5,2,1,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,28,7,0,7,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,53,7,0,3,2,1,1,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,58,1,0,2,3,1,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,45,4,0,2,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,9,0,7,2,1,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,0,0,3,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,33,0,0,3,2,2,1,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,27,1,2,1,2,3,3,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,9,0,3,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,43,0,1,2,2,2,2,1,5,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,42,0,0,6,2,2,2,1,5,0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0
2,27,1,2,1,2,2,2,1,5,0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0
